,岗位名称,薪资待遇,岗位地区,公司福利,公司名称,岗位需要技能,salary1,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数
1377,数据挖掘工程师,18,杭州,零食下午茶，节日福利，带薪年假，股票期权，五险一金,首域万物互联,Python，深度学习算法，机器学习算法，Matlab，Pandas,13,硕士,经验不限,5,5,数据服务,A轮,20-99人
1378,数据标注工程师,5,长春,全勤奖，有无线网，员工旅游,数据加,数据标注,12,大专,1-3年,3,1,数据服务,未融资,100-499人
1379,数据分析师,4.5,济南,五险一金,济南阿卡尔大数据科技,数学/统计相关专业，经济/工商管理相关专业，有魄力，有胆量,12,本科,经验不限,1,4,计算机软件,未融资,0-20人
1380,高级数据库工程师,21.5,杭州,定期体检，绩效奖金，餐补，生日福利，股票期权，全勤奖，团建聚餐，五险一金,利欧信息,Docker，MySQL，PostgreSQL，计算机相关专业,12,本科,3-5年,8,4,环保,不需要融资,100-499人
1381,数据分析师,6.5,石家庄,,石家庄天远集团,Python，SQL，Excel，Tableau,12,本科,1-3年,0,4,智能硬件,不需要融资,500-999人
1382,数据分析师,30,北京,五险一金，节日福利，带薪年假，年终奖，住房补贴，全勤奖，补充医疗保险，交通补助，定期体检，股票期权，零食下午茶,一亩田,数据分析，SQL，Excel,12,本科,5-10年,11,3,O2O,C轮,500-999人
1383,数据分析师,12.5,苏州,餐补，通讯补贴，绩效奖金，法定节假日三薪，住房补贴，团建聚餐，交通补助，五险一金，有无线网，员工旅游，工牌商家折扣，保底工资，零食下午茶，包吃，节日福利，超长春节假期，年终奖，带薪年假，生日福利，底薪加提成,研途教育科技,SQL，Python，Hive，BI，指标体系,13,本科,3-5年,20,5,互联网,B轮,500-999人
1384,数据分析师,6.5,沈阳,零食下午茶，补充医疗保险，五险一金，通讯补贴，餐补，定期体检，节日福利，年终奖，包吃,中环洁,数学/统计相关专业，经济/工商管理相关专业,14,本科,3-5年,9,2,环保,未融资,10000人以上
1385,数据分析实习生,5.5,上海,股票期权，节日福利，生日福利，年终奖，员工旅游，团建聚餐，员工周年奖，有无线网，员工生日会，保底工资，绩效奖金，五险一金，意外险，带薪年假，底薪加提成，免费工装，零食下午茶,信愿行,数学/统计相关专业，数据分析/挖掘经验,12,本科,经验不限,17,2,电子商务,不需要融资,20-99人
1386,数据分析师,27.5,上海,年终奖，交通补助，节日福利，员工旅游，带薪年假，高端办公硬件，五险一金，定期体检，俱乐部补贴，股票期权，餐补，包吃，零食下午茶，补充医疗保险,七猫,SQL,14,本科,3-5年,14,1,互联网,B轮,500-999人
1387,数据标注员,6,新余,带薪年假，绩效奖金，节日福利，年终奖，工龄奖，餐补，底薪加提成，法定节假日三薪，全勤奖，加班补助，节假日加班费，保底工资，团建聚餐，有无线网,速捷数字科技有限公司,全职工作，标注方法优化，标注结果抽查，数据标注,12,学历不限,1-3年,14,4,数据服务,不需要融资,100-499人
1388,数据标注专员,3,安阳,,安阳半山,全职工作，数据标注，图片标注，区域标注，描点标注,12,学历不限,经验不限,0,5,数据服务,未知,100-499人
1389,大数据开发,24,上海,年终奖，带薪年假，补充医疗保险，定期体检，五险一金,谷武0,Java，SQL，Flink，计算机相关专业，大数据开发经验,13,本科,3-5年,5,5,其他专业服务,不需要融资,10000人以上
1390,数据产品经理,17,苏州,五险一金，通讯补贴，员工旅游，带薪年假，餐补，加班补助，年终奖，定期体检，股票期权，交通补助，节日福利,企查查,SQL，市场调研，用户研究，产品运营，数据分析,15,本科,3-5年,11,5,移动互联网,D轮及以上,500-999人
1391,数据产品经理,9.5,武汉,节日福利，五险一金，每年多次调薪，加班工资，年终奖，零食下午茶，股票期权，团建聚餐，加班补助，带薪年假，员工旅游,深圳市财富趋势科...,SQL，市场调研，需求分析，产品设计，数据分析，Mockplus,14,本科,1-3年,11,6,计算机软件,已上市,500-999人
1392,数据主管（双休）,6,南京,节日福利，年终奖，五险，零食下午茶,南京玖九,数学/统计学专业,12,大专,3-5年,4,1,新能源,未融资,100-499人
1393,数据标注专员,5,湖州,,浙江中导北斗,全职工作，标注结果整理，数据标注，图片标注，文本标注,12,中专/中技,经验不限,0,5,计算机软件,未知,0-20人
1394,商品数据专员,5,常州,年终奖，餐补，定期体检，节日福利，员工旅游，五险一金，全勤奖，带薪年假,威尔贝鲁,电商类产品，电商，数据分析，商品数据,13,大专,1年以内,8,4,电子商务,未融资,100-499人
1395,数据标注专员,4,烟台,,烟台明伯数据有限公司,图片，文字，地图，不涉黄涉暴，音频，视频,12,学历不限,经验不限,0,6,数据服务,未知,20-99人
1396,数据产品经理,12.5,广州,,名医汇,数据分析，产品设计，产品运营，用户研究，产品/版本迭代,12,本科,1-3年,0,5,医疗健康,未知,20-99人
1397,数据标注（资深）,8,成都,节日福利，补充医疗保险，零食下午茶，带薪年假，股票期权，定期体检，五险一金，员工旅游，包吃，年终奖,知乎,数据标注，文本标注，图片标注,12,本科,3-5年,10,3,移动互联网,已上市,1000-9999人
1398,游戏数据分析,22.5,上海,员工旅游，五险一金，定期体检，免费班车，节日福利，年终奖，补充医疗保险，交通补助，带薪年假，包吃，零食下午茶，餐补，年度体检,心动,SQL，SPSS，数学/统计相关专业，数据分析/挖掘经验,14,本科,3-5年,13,4,游戏,已上市,1000-9999人
1399,数据统计专员,5.5,绍兴,餐补，五险一金，带薪年假，年终奖，住房补贴，加班补助，全勤奖,希尔登,勤劳务实,12,本科,5-10年,7,1,机械设备/机电/重工,未融资,20-99人
1400,数据标注专员,4.5,新余,交通补助，团建聚餐，节日福利，全勤奖，住房补贴，保底工资，加班补助，节假日加班费，绩效奖金，底薪加提成,小集度,全职工作，标注方法优化，标注结果抽查,12,大专,经验不限,10,3,数据服务,A轮,500-999人
1401,数据分析专员,7,北京,五险一金，定期体检，带薪年假，员工旅游，节日福利,铂睿德佳,数据分析/商业分析经验,12,本科,经验不限,5,1,咨询,不需要融资,100-499人
1402,数据标注员,4.5,聊城,,莘县鑫辰数据服务...,全职工作，标注方法优化，数据标注，标注数据分析,12,中专/中技,经验不限,0,4,数据服务,未知,0-20人
1403,数据处理员,4.5,南京,年终奖，补充公积金，五险一金，股票期权，定期体检,舒克资产,SQLServer，数据处理，数据库,12,大专,经验不限,5,3,互联网金融,B轮,20-99人
1404,数据挖掘工程师,9.5,南宁,团建聚餐，生日福利，绩效奖金，股票期权，带薪年假，定期体检，年终奖，节日福利，五险一金，加班补助,北京资采,数据仓库，数据分析，Python，Java，分布式技术，Spark,12,本科,经验不限,10,6,通信/网络设备,B轮,100-499人
1405,电商数据分析专员,12.5,杭州,交通补助，住房补贴，节日福利，加班补助，带薪年假，零食下午茶，年终奖，五险一金，餐补，股票期权，员工旅游,拾花社,Python，Power BI，SQL，电商/零售行业数据相关经验,12,本科,3-5年,11,4,电子商务,未融资,100-499人
1406,数据分析工程师,30,深圳,免费健身房，免费班车，股票期权，公仔周边活动，五险一金，带薪年假，员工旅游，补充医疗保险，餐补，住房补贴，定期体检，绩效奖金，意外险，有无线网，包吃，年终奖，零食下午茶，免费早晚餐，交通补助，节日福利,腾讯,数据仓库，数据分析，SQL，Python，Shell，网络爬虫技术,15,本科,1-3年,20,6,互联网,不需要融资,10000人以上
1407,数据分析师,15.5,成都,五险一金，员工旅游，定期体检，节日福利，带薪年假，股票期权,智库2861,Python，数据分析，数据挖掘，R，人工智能，Matlab,12,本科,3-5年,6,6,互联网,不需要融资,20-99人
1408,反欺诈数据分析,7.5,深圳,补充医疗保险，定期体检，五险一金，年终奖,晓花科技,SQL，Python，消费金融,12,本科,1年以内,4,3,互联网金融,未知,100-499人
1409,数据分析师,10,昆明,餐补，带薪年假，绩效奖金，五险一金,云南云红药业有限公司,电商/零售行业数据相关经验，数据分析/挖掘经验，电商行业,13,本科,3-5年,4,3,医疗/护理/卫生,不需要融资,100-499人
1410,技术经理,20,绵阳,,信成公司,技术负责人,12,大专,3-5年,0,1,工程施工,未知,0-20人
1411,技术经理,9.5,昆明,,追本科技,SQL，Java，微服务架构，MVC开发，全栈开发,13,本科,5-10年,0,5,计算机软件,未知,0-20人
1412,技术经理,12.5,株洲,年终奖，节日福利，带薪年假，加班补助，定期体检，餐补，全勤奖，五险一金,湖南华数,智能制造，机器人，智能产线,12,本科,3-5年,8,3,仪器仪表/工业自动化,未融资,20-99人
1413,技术经理,8.5,江门,,壹度,机械设备，前端开发,12,本科,3-5年,0,2,机械设备/机电/重工,未知,0-20人
1414,java技术经理,17,武汉,,企支宝,Java，微服务架构，后端开发,12,本科,5-10年,0,3,电子商务,未知,20-99人
1415,三维扫描仪应用技术经理,10.5,上海,,泰形商贸,逆向开发,12,学历不限,经验不限,0,1,批发/零售,未知,0-20人
1416,研发技术经理,16.5,嘉兴,带薪年假，全勤奖，节日福利，年终奖，包吃，免费班车，加班补助，五险一金，定期体检,盛安精工,模具设计,14,本科,10年以上,9,1,原材料及加工/模具,未融资,100-499人
1417,电商技术经理,4,郑州,,社牛科技,TikTok技术支持,12,大专,经验不限,0,1,电子商务,未知,20-99人
1418,技术经理,12.5,上海,五险一金，培训，股票期权，零食下午茶，补充医疗保险，交通补助，年终奖，带薪年假，住房补贴，全勤奖，加班补助，定期体检，节日福利，通讯补贴，员工旅游，餐补,上海赢家,运维管理，系统架构，技术管理，SQL，服务器配置,12,本科,5-10年,16,5,智能硬件,不需要融资,20-99人
1419,Java开发技术经理,16,郑州,五险一金，股票期权，交通补助，年终奖,铁拓自动化设备,Java，企业级应用开发，Vue，SpringBoot，研发管理,12,本科,5-10年,4,5,计算机软件,不需要融资,20-99人
1420,高级技术经理,17.5,鹰潭,通讯补贴，全勤奖，交通补助，五险一金,南昌进步科技有限公司,Java，C#，微服务架构，网络爬虫技术，Python，全栈开发,12,本科,5-10年,4,6,计算机软件,未融资,20-99人
1421,饲料添加剂技术经理,6.5,沈阳,,华星生物,五险，周末单双休,12,硕士,经验不限,0,2,农/林/牧/渔,未知,20-99人
1422,技术经理 (MJ000144),15.5,厦门,定期体检，免费班车，餐补，加班补助，年终奖，节日福利，带薪年假，五险一金,厦门万泰,医药生产，医药研发，生物制品，微生物，发酵工程,14,本科,经验不限,8,5,制药,未融资,500-999人
1423,技术经理 助理,11.5,宁波,交通补助，有无线网，节日福利，年终奖，生日福利，通讯补贴，住房补贴，团建聚餐，带薪年假，五险一金，员工旅游，保底工资，股票期权，零食下午茶，高温补贴，绩效奖金，定期体检，意外险，餐补，补充医疗保险,三江益农,实验室质量管理体系标准,13,本科,在校/应届,20,1,化工,未融资,100-499人
1424,技术经理,6.5,厦门,全勤奖，零食下午茶，五险，带薪年假，员工旅游，工龄补贴,博观思衍,技术沟通，电工证,12,大专,经验不限,6,2,计算机硬件,未融资,0-20人
1425,技术经理,5.5,邯郸,餐补，交通补助，包吃，节日福利,邯郸航睿,故障排查，日常养护，快修快保，机修，汽车电路，小型车,12,学历不限,1-3年,4,6,4S店/后市场,不需要融资,20-99人
1426,安全服务技术经理,17.5,成都,带薪年假，定期体检，五险一金，餐补，年终奖，节日福利,安美勤,安全运维和保障，计算机/信息安全相关专业,12,本科,5-10年,6,2,计算机服务,已上市,100-499人
1427,技术经理,7.5,镇江,,丹阳强达,需求分析工程师，五金生产技术人员,12,中专/中技,5-10年,0,2,仪器仪表/工业自动化,未知,0-20人
1428,技术经理,22.5,南京,带薪年假，零食下午茶，定期体检，员工旅游，年终奖，加班补助，股票期权，节日福利,云放科技,Java，Python，团队管理经验,13,本科,5-10年,8,3,企业服务,天使轮,20-99人
1429,网络安全技术经理,30,上海,交通补助，年终奖，定期体检，加班补助，餐补，带薪年假，五险一金，补充医疗保险，节日福利，通讯补贴，企业年金,信管网科,攻防对抗经验，安全运维和保障，Linux，华为，思科,12,本科,3-5年,11,5,通信/网络设备,不需要融资,20-99人
1430,大数据技术经理,16,南昌,五险一金，带薪年假，节日福利，年终奖，零食下午茶,江西高创,Java，Shell，Spark，计算机相关专业,12,本科,5-10年,5,4,通信/网络设备,B轮,100-499人
1431,技术经理,6.5,合肥,,康瑞欣(双凤)产业园,机械专业，医疗器械,12,大专,1-3年,0,2,其他专业服务,未知,20-99人
1432,嘉兴技术经理 (MJ016381),8.5,嘉兴,交通补助，年终奖，定期体检，五险一金，节日福利，带薪年假，餐补，通讯补贴，员工旅游，补充医疗保险，办公环境,万睿科技,旧改项目，智能建筑，公共建筑，弱电智能化,12,大专,3-5年,11,4,智能硬件,未融资,1000-9999人
1433,技术经理,17.5,泰州,节假日加班费，零食下午茶，年终奖，包吃，定期体检，员工旅游，节日福利，五险一金,中国车汇莱,车辆大修，快修快保，包住，包吃住，汽修系统培训经历,12,大专,5-10年,8,5,环保,未融资,500-999人
1434,技术经理,30,深圳,法定节假日三薪，零食下午茶，绩效奖金，股票期权，带薪年假，交通补助，节日福利，餐补，五险一金，团建聚餐，年终奖，补充医疗保险，定期体检，意外险,赋风科技,全栈侧重后端，Vue，Spring/Spring Boot，全栈项目经验,12,本科,5-10年,14,4,互联网,未融资,100-499人
1435,机器视觉技术经理,15,深圳,免费工装，意外险，带薪年假，节日福利，保底工资，年终奖，员工旅游，五险一金，零食下午茶，有无线网，团建聚餐，包吃，绩效奖金，全勤奖，免费班车，底薪加提成,思普泰克,C/C++，OpenCV，数学/统计相关专业，图像识别经验,12,本科,3-5年,16,4,智能硬件,未融资,20-99人
1436,技术经理/主管 招聘需求,25,上海,生日福利，全勤奖，年终奖，绩效奖金，节日福利，员工旅游，带薪年假，包吃，工龄奖，法定节假日三薪，企业年金，底薪加提成，股票期权，团建聚餐，保底工资，有无线网，五险一金,兑了么互联网平台,架构师，Java，Spring，JavaScript,12,本科,5-10年,17,4,电子商务,天使轮,20-99人
1437,商务技术经理,10,深圳,,深圳市驭天健科技,管理相关专业，售前支持经验，实施交付经验,12,大专,经验不限,0,3,批发/零售,未知,0-20人
1438,弱电工程技术经理,6.5,黔西南布依族苗族自治州,有无线网，带薪年假，全勤奖，保底工资，意外险，工龄奖，绩效奖金，底薪加提成，补充医疗保险,国顺地产,计算机相关专业，通信/工程相关专业，网络建设/系统集成经验,12,大专,1-3年,9,3,地产经纪/中介,不需要融资,0-20人
1439,软件开发技术经理,32.5,深圳,股票期权，节日福利，补充医疗保险，加班补助，带薪年假，免费班车，定期体检，餐补，员工旅游，五险一金，年终奖，部门团建,亚辉龙,软件，软件专业,15,硕士,经验不限,12,2,医疗健康,已上市,1000-9999人
1440,技术经理\咨询经理,8.5,重庆,加班补助，节日福利,天航,农业，环境检测,12,大专,3-5年,2,2,环保,未融资,20-99人
1441,架构师/技术经理,23,长沙,节日福利，交通补助，免费班车，年终奖，带薪年假，餐补，五险一金,树根互联股份有限公司,分布式技术，微服务架构，容器技术，物联网，大数据,15,本科,10年以上,7,5,数据服务,C轮,1000-9999人
1442,技术部经理,3,石家庄,,河北永灏,技术管理，高级技术管理，测试管理,12,大专,1-3年,0,3,新能源,未融资,20-99人
1443,技术部经理,8,长沙,加班补助，定期体检，节日福利，全勤奖，员工旅游，餐补，免费班车，年终奖，五险一金，补充医疗保险,长沙友宝,线束设计,13,本科,5-10年,10,1,汽车生产,C轮,100-499人
1444,技术部经理,10,中山,五险一金，补充医疗保险，定期体检，加班补助，全勤奖,中山可壳,配电箱,13,大专,5-10年,5,1,电子/半导体/集成电路,未融资,100-499人
1445,软件技术经理,27.5,深圳,,智同启明,物联网，通讯软件，电力，软件开发，软件平台开发,12,本科,5-10年,0,5,智能硬件,未知,20-99人
1446,技术开发经理,7,北京,,北京弘讯润达科技,后端开发，前端开发，Flash开发，Java，JavaScript，HTML,12,大专,1-3年,0,6,计算机服务,未知,100-499人
1447,信息技术经理,12.5,武汉,年终奖，节日福利，包吃，包住，工龄奖，带薪年假，全勤奖，五险一金，绩效奖金，法定节假日三薪,三石服饰,计算机，流程体系，信息管理，信息系统，网络技术,12,大专,5-10年,10,5,贸易/进出口,不需要融资,500-999人
1448,测绘部经理及技术员,6.5,毕节,绩效奖金，五险一金,博瑞咨询,地理信息测量/测绘，工程测量/测绘，内业处理，外业采集,12,本科,3-5年,2,4,其他专业服务,未知,20-99人
1449,技术员,7,济南,,智慧水务,电工证,12,大专,1-3年,0,1,环保,未知,20-99人
1450,技术员,5.5,沈阳,全勤奖，年终奖，五险一金,同路,建筑施工现场管理，装修工程管理，CAD，施工安全员，实习,12,大专,1年以内,3,5,装修装饰,不需要融资,20-99人
1451,技术员,8,鄂尔多斯,五险一金，补充医疗保险，通讯补贴，餐补，员工旅游，交通补助，加班补助，定期体检，节日福利，零食下午茶,磐宏爆破,五险,12,大专,1-3年,10,1,工程施工,未融资,100-499人
1452,土建技术员,8,北京,,杉浩集团,技术,12,大专,3-5年,0,1,房地产开发,未知,100-499人
1453,工程技术员,6.5,铁岭,,中南矿业,市政工程师，爆破工程师，水利/港口工程师，施工员证,12,本科,1-3年,0,4,建材,未知,20-99人
1454,工程技术员,4,日照,五险一金,山东信昌,工程资料员，装配式建筑，建筑机电工程师，幕墙设计师,12,大专,1-3年,1,4,建筑设计,不需要融资,20-99人
1455,装饰装修技术员,5,长春,,美艺坪,天正，广联达，ArchiCAD,12,中专/中技,1-3年,0,3,装修装饰,未知,20-99人
1456,安防技术员,5.5,衡阳,年终奖,盛源网络,网络运维，安全运维，运维经验，服务器配置，网络协议,12,学历不限,1-3年,1,5,通信/网络设备,未融资,20-99人
1457,技术员实习生,2.5,长春,,艺瑞装饰,住宅地产，商业地产，酒店公寓，办公地产，公共建筑,12,学历不限,经验不限,0,5,装修装饰,未知,20-99人
1458,岩土技术员,5.5,威海,,山东佳展建设,施工员，土木/土建工程师，建筑工程师，工程造价,12,中专/中技,1-3年,0,4,工程施工,未知,20-99人
1459,农业技术员,5,江门,,牧兴农业,农业，有机种植，传统土壤种植，农业技术员，蔬菜，中草药,12,大专,1-3年,0,6,其他服务业,未知,20-99人
1460,佰仕达招聘空调工,4,定安,,佰仕达,包住，餐补，五险,12,中专/中技,经验不限,0,3,其他行业,A轮,20-99人
1461,弱电智能化技术员,8.5,广州,带薪年假，交通补助，五险一金，年终奖，员工旅游，零食下午茶，加班补助,垂天电子,CAD，弱电工程师，智能化设计,12,本科,3-5年,7,3,工程施工,不需要融资,0-20人
1462,弱电及音视频技术员,4.5,长春,,华谊隆科技,售前/售后技术支持，IT技术支持经验，售后支持/客户响应经验,12,中专/中技,1-3年,0,3,计算机服务,未知,0-20人
1463,土地整治造价技术员,6,湛江,交通补助，工龄奖，五险一金，员工旅游，餐补，团建聚餐，住房补贴，通讯补贴，定期体检，加班补助，年终奖，节日福利，带薪年假,广东永固,测量/测绘工程师,12,大专,1年以内,13,1,其他服务业,未知,20-99人
1464,智能化技术员（福建南盛）,4,泉州,交通补助，定期体检，加班补助，全勤奖，节日福利，五险一金,泉州云旅,智能建筑,12,大专,经验不限,6,1,旅游,未融资,20-99人
1465,研发技术员/助理工程师,6,南昌,免费班车，宿舍有空调，带薪年假，节假日加班费，五险一金，加班补助，团建聚餐，工龄奖，法定节假日三薪，餐补，高温补贴，绩效奖金，节日福利,晶能光电,封装，LED,13,大专,1-3年,13,2,仪器仪表/工业自动化,未知,500-999人
1466,实验室设备维护工程师/（技术员）,10.5,舟山,加班补助，五险一金,广东重仪机械工程...,石油化工，设备管理，分析仪器，实验室 化验室，维护维修,12,学历不限,经验不限,2,5,机械设备/机电/重工,未融资,100-499人
1467,技术部经理,13.5,宁德,节日福利，生日福利，团建聚餐，五险，年终奖，宿舍有空调，带薪年假，餐补，底薪加提成，员工旅游，零食下午茶，通讯补贴，有无线网，免费班车,新银嘉泵业,图纸设计，技术改造与调整,12,大专,5-10年,14,2,贸易/进出口,未融资,100-499人
1468,技术研发经理,5.5,广州,餐补，包住，绩效奖金，加班补助，补充医疗保险，通讯补贴，年终奖，免费班车，高温补贴，住房补贴，意外险，带薪年假，夜班补助，免费工装，生日福利，五险一金，节日福利，定期体检,福润肉类加工,食品研发经理，食品饮料研发，肉制品研发,12,大专,1-3年,18,3,食品/饮料/烟酒,已上市,100-499人
1469,生产技术经理,10,中山,定期体检，员工旅游，带薪年假，五险一金，包吃，节日福利，年终奖,沃德医疗,机械专业，医学专业，辅助手术器械，结构,12,大专,3-5年,7,4,医疗设备/器械,未融资,500-999人
1470,农业技术经理,7.5,成都,五险一金，年终奖，带薪年假,四川艾格玛特,植保技术,12,大专,1-3年,3,1,农/林/牧/渔,不需要融资,0-20人
1471,资深售前技术经理～深圳,22.5,深圳,周末双休，五险一金，零食下午茶，餐补，带薪年假，年终奖，节日福利，股票期权，员工旅游，定期体检，加班补助，住房补贴,洲明科技,系统集成，能源信息化项目，智慧城市信息化项目,12,本科,3-5年,12,3,智能硬件,已上市,1000-9999人
1472,技术支持部经理,8.5,沈阳,年终奖，五险一金,辽宁瑞思,售后支持，售前支持，IT服务，计算机软件,12,本科,10年以上,2,4,企业服务,未融资,20-99人
1473,售后技术经理,11.5,兰州,员工旅游，定期体检，包吃，免费班车，餐补，交通补助，通讯补贴，住房补贴，节日福利，股票期权，年终奖，补充医疗保险，零食下午茶，五险一金，绩效奖金，带薪年假,视源股份(CVTE),网络/通信硬件技术支持经验，计算机/通信相关专业,13,本科,1-3年,16,2,电子/半导体/集成电路,已上市,未知
1474,IT技术副经理,9,厦门,带薪年假，节日福利，加班补助，股票期权，年终奖，五险一金,瑞达期货股份有限公司,Linux，Windows，Python，SQL,13,本科,1-3年,6,4,互联网金融,已上市,1000-9999人
1475,工程技术项目经理,6.5,合肥,通讯补贴，股票期权，工龄奖，补充医疗保险，节日福利，生日福利，五险一金，带薪年假，年终奖，定期体检，包吃，加班补助,安徽三联交通,实施交付经验,12,本科,1-3年,12,1,计算机软件,不需要融资,500-999人
1476,产品经理（技术支持方向）,27.5,深圳,五险一金，定期体检，补充医疗保险，带薪年假，年终奖，节日福利,威富通,B端产品，留学生优先，技术支持，linux,12,本科,5-10年,6,4,移动互联网,已上市,500-999人
1477,机电类项目经理/技术专员,7.5,宜昌,年终奖，餐补，绩效奖金，五险一金，节日福利,湖北碳智汇科技,机电相关专业,12,大专,经验不限,5,1,矿产/地质,未融资,20-99人
1478,技术产品经理（英文流利）,23,上海,带薪年假，加班补助，补充医疗保险，定期体检，节日福利，免费班车，五险一金，节日礼物，年终奖,IBM,数据产品，高级产品经理,13,本科,5-10年,9,2,互联网,已上市,10000人以上
1479,研发经理,37.5,北京,五险一金，零食下午茶,华云天下,Java，Python，算法，ai,12,本科,5-10年,2,4,企业服务,未融资,100-499人
1480,项目研发经理,30,北京,交通补助，通讯补贴，带薪年假，员工旅游，补充医疗保险，五险一金，定期体检，餐补，节日福利，年终奖,教师研修网,Java，分布式技术，多线程，Spring，SpringBoot,12,本科,5-10年,10,5,在线教育,未融资,500-999人
1481,工程经理,15.5,苏州,生日福利，高温补贴，员工旅游，有无线网，节日福利，宿舍有空调，包住，团建聚餐，免费工装，五险一金,彤帆智能,PCB制程工艺，工装冶具，SMT设备,13,大专,10年以上,10,3,电子/半导体/集成电路,未知,500-999人
1482,高级研发经理,21.5,广州,五险一金，节日福利，定期体检，带薪年假，零食下午茶，免费入职体检，研发电脑补贴,三盟科技,Java，负载均衡技术，Spring，全栈开发，数据结构,12,本科,5-10年,7,5,互联网,B轮,500-999人
1483,研发经理,21,南京,通讯补贴，带薪年假，定期体检，节日福利，股票期权，包吃，免费班车，餐补，五险一金，补充医疗保险，年终奖,南瑞信通,Java，分布式技术，Spring，架构师，数据结构，微服务架构,12,本科,经验不限,11,6,计算机软件,不需要融资,1000-9999人
1484,研发经理,20,苏州,餐补，定期体检，员工旅游，补充医疗保险，年终奖，住房补贴，股票期权，包吃，全勤奖，带薪年假，加班补助，节日福利,苏州铂韬,EMI，吸波材料，电子浆料，导电材料，导热材料,13,硕士,5-10年,12,5,电子/半导体/集成电路,A轮,20-99人
1485,软件研发经理,15.5,北京,餐补，带薪年假，五险一金，零食下午茶，通讯补贴,庆瑞霖,Java，分布式技术，多线程，SQL,12,本科,3-5年,5,4,通信/网络设备,未知,20-99人
1486,工程部经理,10,河源,包吃，节日福利,信大石英电器有限公司,Java,12,大专,1-3年,2,1,原材料及加工/模具,未知,100-499人
1487,硬件部副经理,32.5,深圳,股票期权，五险一金，节日福利，带薪年假，餐补，定期体检，年终奖,信雅达科技股份,POS，嵌入式硬件开发，硬件开发出身,12,本科,10年以上,7,3,计算机软件,已上市,1000-9999人
1488,智能采制化经理,12.5,北京,五险一金，团建聚餐，带薪年假,联合力控股集团,智能采制化,12,本科,5-10年,3,1,环保,未融资,20-99人
1489,开发经理,12.5,常州,定期体检，年终奖，零食下午茶，加班补助，员工旅游，节日福利，带薪年假，五险一金,富深协通,Java，分布式技术，微服务架构，后端开发，前端开发,13,本科,5-10年,8,5,互联网,不需要融资,100-499人
1490,研发工艺经理,30,佛山,员工旅游，年终奖，全勤奖，通讯补贴，包吃，五险一金，交通补助，节日福利，加班补助,派雅门窗,门窗，定制家居，产品研发,12,大专,5-10年,9,3,工程施工,未融资,1000-9999人
1491,IT服务台高级经理(J11583),27.5,深圳,节日福利，包午餐，带薪年假，五险一金，生日福利，零食下午茶，员工旅游，定期体检,大昌行集团,IT Service Desk，ITIL，ServiceNow,12,本科,10年以上,8,3,4S店/后市场,未融资,1000-9999人
1492,电机及高压电子高级经理,37.5,南京,带薪年假，五险一金，加班补助，包吃,盛腾汽车,新能源汽车，电机,12,本科,10年以上,4,2,汽车生产,未知,500-999人
1493,技术总监,14,东莞,,奢美,美容，美容美甲美睫，美容院,12,学历不限,3-5年,0,3,美容/美发,未知,100-499人
1494,技术总监,35,北京,年终奖，员工旅游，零食下午茶，股票期权，加班补助，带薪年假，补充医疗保险，住房补贴，包吃，全勤奖，通讯补贴，定期体检，节日福利，五险一金，交通补助，餐补,和灿科技,分布式技术，微服务架构，容器技术，搜索引擎技术，Spring,12,本科,10年以上,16,5,计算机软件,已上市,100-499人
1495,研发技术总监,45,漳州,生日福利，五险一金，意外险，有无线网，免费工装，带薪年假，节日福利，宿舍有空调，绩效奖金，员工旅游，年终奖，零食下午茶，加班补助，团建聚餐,捷牛智能装备,打磨设备，自动化设备，抛光设备,12,本科,10年以上,14,3,机械设备/机电/重工,不需要融资,未知
1496,技术工程师,12.5,中山,,常朗照明,项目管理,12,大专,3-5年,0,1,批发/零售,未知,20-99人
1497,IT技术支持,10,上海,年终奖，五险一金，通讯补贴，绩效奖金,上海锐起,Windows，网络，IT支持,12,大专,1-3年,4,3,计算机软件,不需要融资,20-99人
1498,售前技术支持,12.5,合肥,补充医疗保险，年终奖，节日福利，带薪年假，交通补助，通讯补贴，餐补，五险一金，定期体检,普天设计,云服务，售前技术支持经验，需求分析，技术方案宣讲,12,本科,1-3年,9,4,通信/网络设备,不需要融资,100-499人
1499,技术支持,7.5,上海,定期体检，节日福利，带薪年假，生日福利，团建聚餐，有无线网，五险一金,物不贰,招投标经验，售前技术支持经验,12,本科,1-3年,7,2,计算机服务,未知,0-20人
1500,给排水技术助理,6.5,苏州,绩效奖金，年终奖，五险一金,上海华谐,前期项目调研，住宅小区，市政工程，AutoCAD,12,本科,在校/应届,3,4,环保,不需要融资,0-20人
1501,技术支持工程师,5,宁波,节日福利，带薪年假，保底工资，通讯补贴，生日福利，加班补助，餐补，绩效奖金，交通补助，股票期权，五险一金，定期体检，年终奖，补充医疗保险，团建聚餐，零食下午茶,上海图源素,售前/售后技术支持，IT技术支持经验，计算机/通信相关专业,12,本科,经验不限,16,3,计算机软件,未融资,20-99人
1502,弱电IT技术工程师,8,北京,五险一金，全勤奖，员工旅游，年终奖，交通补助，通讯补贴,博联信达,机房运维，系统运维，综合布线，工程施工，系统集成,12,大专,1-3年,6,5,计算机服务,不需要融资,0-20人
