,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score,Cluster,X,Y
1214,前端架构师,20-40K·16薪,5-10年，本科,221,定期体检，节日福利，带薪年假，补充医疗保险，股票期权，五险一金，年终奖,快手,Web端，PC端,16,30.0,6,5,7,2,社交网络,10,10,0.6733354173179118,1,-2.729797,-4.208988
1215,天猫技术部-Java架构师,30-50K,3-5年，本科,111,定期体检，餐补，员工旅游，补充医疗保险，年终奖，免费班车，五险一金，带薪年假,天猫,Java，后端开发，系统架构,12,40.0,6,6,8,3,互联网,10,10,0.5345420443888715,1,-2.8490999,-3.9747853
1216,图像识别算法架构师,35-50K·13薪,3-5年，硕士,199,节日福利，五险一金，带薪年假，零食下午茶，员工旅游，定期体检,乐柠科技,视觉图像算法，深度学习算法，机器学习算法，C++，Python,13,42.5,7,6,6,5,互联网,4,6,0.6780243826195685,0,-2.2864494,0.99754626
1217,用户增长 研发工程师/架构师,30-60K·16薪,3-5年，本科,221,定期体检，补充医疗保险，五险一金，年终奖，股票期权，节日福利，带薪年假,快手,短视频，移动互联网，互联网，电子商务,16,45.0,6,6,7,4,社交网络,10,10,0.7846201938105659,1,-2.9419355,-3.6854677
1218,应用解决方案架构师,20-30K·15薪,3-5年，本科,61,五险一金，零食下午茶，工作餐，团建活动,追月,售前技术支持经验，农业信息化项目，计算机/通信相关专业,15,25.0,6,6,4,3,数据服务,4,7,0.29384182557049077,2,0.07808314,0.38217694
1219,系统架构师/SE（三方兼容专家）,60-90K·15薪,5-10年，本科,199,五险一金，年终奖，交通补助，全勤奖，餐补，住房补贴，带薪年假，节假日加班费，法定节假日三薪,鲲胜,架构设计/优化，研发流程优化，计算机/软件工程相关专业,15,75.0,6,5,9,3,人力资源服务,4,5,0.9012191309784304,0,-4.148065,1.5623137
1220,嵌入式系统架构师,20-40K,5-10年，本科,221,,慧眼电子,C++，ARM开发，嵌入式,12,30.0,6,5,0,3,汽车零部件,4,6,0.5995623632385121,0,-1.6892719,1.4890845
1221,高级软件工程师/架构师,25-50K,3-5年，本科,221,,Hanalytics,Python，机器学习，云计算,12,37.5,6,6,0,3,互联网,7,7,0.6698968427633636,0,-1.9927841,1.032425
1222,低代码平台架构师（UC）,25-50K,5-10年，本科,221,五险一金，员工旅游，股票期权，年终奖，节日福利，带薪年假，通讯补贴，补充医疗保险，定期体检,销售易CRM,分布式技术，多线程，微服务架构，Spring，SpringCloud,12,37.5,6,5,9,5,移动互联网,9,9,0.721475461081588,1,-2.145676,-2.285418
1223,操作系统测试架构师(J10973),25-50K·15薪,5-10年，本科,50,定期体检，补充医疗保险，五险一金，年终奖，带薪年假，餐补，员工旅游,斑马网络,测试架构师,15,37.5,6,5,7,1,互联网,6,9,0.3788683963738669,4,-2.1009939,-0.81908184
1224,资深算法/驱动/并行计算/系统架构师,45-75K,经验不限，本科,221,加班补助，餐补，带薪年假，股票期权，定期体检，补充医疗保险，年终奖，五险一金,中星天视,驱动开发，Python，Verilog，FPGA开发，slam，gpu,12,60.0,6,10,8,6,电子/半导体/集成电路,4,8,0.864332603938731,0,-2.1580455,0.075857356
1225,曙光云售前解决方案架构师,25-50K,3-5年，本科,221,节日福利，通讯补贴，加班补助，员工旅游，补充医疗保险，项目奖金，定期体检，交通补助，五险一金，包吃，带薪年假，全勤奖，免费班车,中科曙光,分布式技术，虚拟机技术，容器技术,12,37.5,6,6,13,3,互联网,10,9,0.7358549546733354,1,-2.7005136,-3.7002697
1226,大数据架构师,18-35K,3-5年，本科,30,定期体检，节日福利，年终奖，员工关怀，补充医疗保险，带薪年假，工会福利，五险一金，零食下午茶，餐补,建信金科,数据架构师，数据仓库，Hive，Hadoop，Spark，Kafka,12,26.5,6,6,10,6,银行,4,9,0.2775867458580807,4,-0.3338051,-0.4717154
1227,大数据架构师,20-40K,1-3年，本科,199,零食下午茶，五险一金，股票期权，志愿者活动，带薪年假，年终奖，定期体检，项目奖金，节日福利,技容,数据仓库，数据库，数据架构,12,30.0,6,7,9,3,咨询,4,5,0.5892466395748671,0,-1.4537092,1.6848602
1228,大数据架构师,20-35K,5-10年，硕士,40,高温补贴，年终奖，员工旅游，股票期权，午餐，带薪年假，宿舍有空调，绩效奖金，通讯补贴，意外险，节日福利，交通补助，团建聚餐，五险一金,凯德股份,Python，Scala，分布式技术，Go，Java，Vue，大数据架构,12,27.5,7,5,14,7,计算机软件,10,7,0.33229134104407626,4,-1.2606808,-2.084167
1229,银行数据架构,30-35K,5-10年，本科,221,补充医疗保险，节日福利，定期体检，带薪年假，五险一金，加班补助,龙盈智达,大数据平台架构经验,12,32.5,6,5,6,1,互联网金融,4,9,0.6467646139418569,0,-2.1936543,2.2078826
1230,大数据架构师,30-45K·14薪,5-10年，本科,111,,吉利集团,Hadoop，Spark，Flink，大数据,14,37.5,6,5,0,4,互联网,4,10,0.47264770240700227,0,-1.6176339,0.37997085
1231,基础架构工程师,30-50K,3-5年，本科,221,五险一金，节日福利，定期体检，年终奖，股票期权，住房补贴，带薪年假，补充医疗保险，交通补助，季度团建，零食下午茶,伴鱼,分布式技术，容器技术，数据结构，Java，Go，微服务架构,12,40.0,6,6,11,6,移动互联网,8,9,0.7471084713973118,4,-1.8749497,-1.5560433
1232,架构建模分析师,25-45K·15薪,5-10年，本科,199,带薪年假，意外险，生日福利，交通补助，节假日加班费，定期体检，股票期权，员工旅游，补充医疗保险，五险一金,上海齐方格科技,Java,15,35.0,6,5,10,1,汽车零部件,6,6,0.6364488902782119,0,-2.2624357,2.115922
1233,系统架构设计师,20-30K,3-5年，本科,199,,百业并购,系统架构，高级技术管理,12,25.0,6,6,0,2,互联网,4,6,0.5236011253516725,0,-1.320963,1.8271807
1234,网络体系架构研究员,30-40K,经验不限，博士,60,包吃，住房补贴，员工旅游，带薪年假，年终奖，节日福利，五险一金，餐补，定期体检,紫金山实验室,"SDN, 路由，体系架构，云计算网络",12,35.0,8,10,9,3,政府/公共事业,4,9,0.3954360737730542,4,-1.1767735,-0.2705019
1235,平台软件架构总监,40-50K·16薪,10年以上，本科,162,股票期权，年终奖，带薪年假，五险一金,微合科技,嵌入式技术，网络协议，平台软件，RTOS，Linux，英文熟练,16,45.0,6,4,4,6,电子/半导体/集成电路,4,6,0.6217567989996875,0,-1.9385138,0.7816376
1236,车载系统软件架构工程师,25-50K·13薪,5-10年，硕士,61,带薪年假，交通补助，五险一金，补充医疗保险，定期体检，年终奖,芯擎科技,虚拟机技术，分布式技术,13,37.5,7,5,6,2,电子/半导体/集成电路,6,7,0.3863707408565177,0,-1.7162925,0.6954623
1237,自动驾驶-软件架构专家（北上广深）,60-90K·16薪,5-10年，本科,221,生日福利，意外险，五险一金，交通补助，零食下午茶，餐补，定期体检，节日福利，补充医疗保险，团建聚餐，保底工资，年终奖，绩效奖金，股票期权，员工旅游，加班补助，法定节假日三薪，带薪年假,仕仁,嵌入式技术，汽车/自动驾驶/ADAS，C/C++,16,75.0,6,5,18,3,人力资源服务,4,6,0.9809315411065959,0,-4.346831,0.8221827
1238,大数据架构师,20-40K,3-5年，本科,221,,吉荣数科技,Hadoop,12,30.0,6,6,0,1,互联网金融,4,6,0.5964363863707409,0,-2.005787,2.4810214
1239,高级数据库工程师-数据库架构和性能优化,30-50K·14薪,5-10年，本科,221,节日福利，五险一金，加班补助，定期体检，年终奖，带薪年假，零食下午茶，免费班车,网龙,MySQL，DBA工作经验，MySQL数据库管理经验,14,40.0,6,5,8,3,移动互联网,10,9,0.7383557361675525,1,-2.8849888,-3.4810956
1240,数据安全顾问,20-30K·15薪,3-5年，本科,162,加班补助，股票期权，五险一金，全勤奖，零食下午茶，补充医疗保险，员工旅游，带薪年假，节日福利，年终奖,建安润星,数据分类分级，数据安全治理，数据安全风险评估,15,25.0,6,6,10,3,咨询,4,7,0.503907471084714,0,-1.088076,0.8630925
1241,数据治理工程师,20-30K·15薪,1-3年，本科,111,五险一金，年终奖，带薪年假，员工旅游，通讯补贴，节日福利，餐补,海亮集团,大数据平台架构经验，大数据处理经验，数学/统计相关专业,15,25.0,6,7,7,3,其他行业,10,10,0.4379493591747422,1,-1.8294572,-4.5961485
1242,数据咨询合伙人,25-50K,经验不限，学历不限,8,,智启未来科技有限公司,SQL，Python，Java,12,37.5,1,10,0,3,企业服务,4,5,0.24663957486714608,3,4.1669264,-0.42317957
1243,数据库开发工程师,8-13K,1-3年，大专,22,,亚鑫达,Linux，加密，Oracle,12,10.5,5,7,0,3,医疗健康,5,6,0.0984682713347921,2,0.90140235,0.40365392
1244,大数据运维工程师,8-12K,1-3年，本科,11,年终奖，节日福利，五险一金，带薪年假，补充医疗保险,中能瑞通,Spark，Hadoop，Flume，HDFS，HIVE，Flink，Hbase,12,10.0,6,7,5,7,电力/热力/燃气/水利,4,7,0.10659581119099723,2,0.22107734,-0.09180738
1245,数据治理工程师,15-30K,5-10年，本科,162,住房补贴，周末双休，五险一金，通讯补贴,比亚迪汽车工业,数据治理，主数据管理,12,22.5,6,5,4,2,汽车生产,10,10,0.49077836824007504,1,-2.1894076,-4.3703976
1246,高级数据治理工程师,16-25K,5-10年，本科,84,加班补助，零食下午茶，餐补，定期体检，免费住宿，五险一金，免费班车，带薪年假，节日福利,蓝月亮,HIVE，Hbase，Flink，大数据，网络安全,12,20.5,6,5,9,5,生活服务,10,10,0.35636136292591436,1,-1.5044438,-3.763576
1247,课程研发：云计算、大数据、AI方向-兼职,20-40K,5-10年，本科,199,带薪年假，加班补助，五险一金，节假日加班费，绩效奖金，节日福利，法定节假日三薪，年终奖，股票期权,实战云,Java，微服务架构，网络爬虫技术，大数据架构，云计算架构,12,30.0,6,5,9,5,在线教育,5,6,0.5986245701781807,0,-1.3052802,0.6884071
1248,资深数据工程师 MTS1 Data Engineer,30-50K,5-10年，本科,199,五险一金，年终奖，股票期权，带薪年假，餐补，节日福利，零食下午茶,PayPal,数据仓库，数据开发，数据架构师，Java，Scala，Hive,12,40.0,6,5,7,6,互联网,10,10,0.7020944045014067,1,-2.4294605,-3.0973737
1249,大数据技术经理,12-20K,5-10年，本科,14,五险一金，带薪年假，节日福利，年终奖，零食下午茶,江西高创,Java，Shell，Spark，计算机相关专业,12,16.0,6,5,5,4,通信/网络设备,7,7,0.15129728040012505,4,-0.03558008,-0.39874732
1250,数据工程师,15-25K·13薪,1-3年，本科,199,节日福利，年终奖，五险一金，定期体检，员工旅游，带薪年假,英檬科技,Python，Java，OLAP，Pandas，Hadoop,13,20.0,6,7,6,5,数据服务,5,6,0.5270396999062207,0,-0.5308815,0.695845
1251,数据工程师(爬虫),15-28K·14薪,在校/应届，本科,221,年终奖，交通补助，股票期权，有竞争力薪酬，定期体检，节日福利，支持远程工作，设备补贴，五险一金，带薪年假,尘宇空间,网络爬虫技术，网络协议，数据挖掘，Python，SQL,14,21.5,6,9,10,5,互联网,4,5,0.59112222569553,0,-0.51260996,1.0478036
1252,高级数据工程师,7-12K·13薪,3-5年，本科,199,五险一金，节日福利，加班补助，全勤奖，交通补助，带薪年假，年终奖，餐补，员工旅游，零食下午茶，定期体检,海隆华思,SQL，Python，Spark,13,9.5,6,6,11,3,计算机服务,4,7,0.46514535792435147,0,-0.49357155,1.0377841
1253,中级数据工程师,15-22K,3-5年，本科,84,五险一金，年终奖，节日福利，定期体检，员工旅游，带薪年假,贝斯平数据,Hive，电商/零售行业数据相关经验，Hadoop，阿里大数据,12,18.5,6,6,6,4,计算机软件,4,6,0.2894654579556112,2,0.11777258,0.34282273
1254,人工智能数据工程师,200-250元/天,5天/周，本科,199,节日福利，五险一金，带薪年假，新员工宿舍，绩效奖，定期体检，全勤奖，年终奖，内部晋升，职称工资，通讯补贴，餐补，员工旅游，加班补助,上海波创电气有限...,C/C++，Python，机器学习算法/工程化经验，深度学习经验,12,6.5,6,10,14,4,智能硬件,4,6,0.46014379493591745,0,-0.0771219,1.5396924
1255,集成平台数据工程师,5-10K,3-5年，大专,3,法定节假日三薪，包住，团建聚餐，节日福利，加班补助，工龄奖，保底工资，节假日加班费，绩效奖金，宿舍有空调，交通补助，餐补，五险一金，带薪年假，生日福利，有无线网，股票期权,民腾计算机技术,ETL设计/开发经验，大数据开发经验,12,7.5,5,6,17,2,移动互联网,4,7,0.09659268521412939,4,0.5360824,-1.4068558
1256,高精度地图数据工程师,4-6K,经验不限，本科,4,股票期权，零食下午茶，餐补，五险一金，员工旅游，带薪年假，节日福利，补充医疗保险，定期体检,微景数科,全职工作,12,5.0,6,10,9,1,互联网,4,7,0.06345733041575494,2,1.5465319,0.7221165
1257,数据分析专员,12-18K·13薪,1-3年，本科,199,员工旅游，五险一金，股票期权，加班补助，团建聚餐，零食下午茶，节假日加班费，有无线网，底薪加提成，定期体检，法定节假日三薪，补充医疗保险，意外险，生日福利，节日福利，带薪年假，全勤奖，年终奖，绩效奖金，交通补助,上海竹棠贸易有限公司,数据分析，SQL，SPSS，数据采集，数据开发，数据挖掘,13,15.0,6,7,20,6,互联网,4,7,0.5448577680525163,4,-0.7075626,-0.32471222
1258,高级数据开发工程师,25-50K·16薪,3-5年，本科,199,节日福利，零食下午茶，带薪年假，补充医疗保险，年终奖，通讯补贴，员工旅游，包吃，餐补，免费班车，住房补贴，交通补助，股票期权，五险一金，定期体检,支付宝,数据开发，Java，数据架构师,16,37.5,6,6,15,3,移动互联网,7,10,0.7052203813691779,4,-2.1728568,-1.852754
1259,系统构架师,18-30K,5-10年，大专,19,全勤奖，员工旅游，年终奖，带薪年假，餐补，节日福利，五险一金,龙誉行营,数据结构，系统架构，系统分析,12,24.0,5,5,7,3,广告/公关/会展,4,6,0.20100031259768678,2,0.33663794,0.17290746
1260,资深信息安全工程师（安全架构）,30-60K,5-10年，本科,221,加班补助，通讯补贴，节日福利，餐补，企业年金，五险一金，包吃，带薪年假，年终奖，生日福利，团建聚餐，法定节假日三薪，补充医疗保险，夜班补助，定期体检，交通补助，绩效奖金，节假日加班费,中体骏彩信息技术,安全体系架构和研发，安全架构搭建经验，CISSP/CISP,12,45.0,6,5,18,3,互联网,4,7,0.7696155048452642,0,-2.7203946,0.27973157
1261,软件架构工程师,16-22K,5-10年，本科,60,补充医疗保险，通讯补贴，加班补助，五险一金，节日福利，年终奖，定期体检，交通补助，餐补，带薪年假,创博,.NET，C/C++，Java,12,19.0,6,5,10,3,通信/网络设备,4,6,0.25633010315723664,2,0.1294505,-0.02608952
1262,仿真系统架构工程师,20-30K,3-5年，本科,221,五险一金，定期体检，节日福利，年终奖，带薪年假,中国科学院软件研究所,Python,12,25.0,6,6,5,1,计算机软件,4,9,0.5942482025633011,0,-1.5728127,2.415675
1263,安卓系统架构工程师,20-35K,5-10年，大专,162,员工旅游，带薪年假，有无线网，节假日加班费，加班补助，生日福利，年终奖，节日福利，零食下午茶，交通补助，团建聚餐，绩效奖金，底薪加提成，五险一金,海格森,架构设计/优化，Android客户端产品研发，研发流程优化，Java,12,27.5,5,5,14,4,电子/半导体/集成电路,4,6,0.520162550797124,0,-0.95100963,-0.035957977
1264,架构设计工程师,30-60K·16薪,10年以上，本科,162,年终奖，节日福利，员工旅游，带薪年假，通讯补贴，股票期权，补充医疗保险，五险一金，定期体检，零食下午茶,摩星半导体,半导体技术，电路设计，SOC，大规模芯片,16,45.0,6,4,10,4,电子/半导体/集成电路,4,4,0.6267583619881213,0,-2.466,1.0425626
1265,小米汽车-Audio音频系统架构,30-55K·15薪,10年以上，本科,199,带薪年假，12%公积金，五险一金，股票期权，补充医疗保险，餐补，定期体检，节日福利，年终奖,小米,C++，C，RTOS，Audio音频，Audio hal,15,42.5,6,4,9,5,互联网,10,10,0.7283526101906845,1,-2.7000835,-3.171329
1266,微信支付架构治理开发工程师,20-40K·14薪,经验不限，本科,162,,财付通,Python，全栈开发，运营开发，测试开发，后台开发,14,30.0,6,10,0,5,社交网络,4,10,0.5320412628946547,0,-0.8085803,0.23466028
1267,前端架构工程师（南京）,20-25K·13薪,5-10年，本科,12,交通补助，年终奖，定期体检，员工旅游，带薪年假，加班补助，餐补，节日福利，通讯补贴，五险一金,河海中控,JavaScript，HTML5，Webpack，计算机/软件工程相关专业,13,22.5,6,5,10,4,其他行业,4,7,0.20068771491090961,4,0.013214879,-0.38087803
1268,数据仓库工程师,17-28K·14薪,3-5年，本科,199,节日福利，年会旅游，五险一金，生日祝福，员工旅游，部门团建经费，工作餐,上海米居,数据仓库，ETL，架构师，DBA，数据库开发，数据开发,14,22.5,6,6,7,6,移动互联网,8,9,0.5767427321037826,4,-1.3238374,-1.4815993
1269,数据库内核工程师 - 杭州研究院,45-65K,5-10年，本科,111,五险一金，加班补助，免费班车，节日福利，年终奖，定期体检，住房补贴，餐补，带薪年假，补充医疗保险，零食下午茶,网易杭州,网络编程，数据结构，多线程，架构师，Linux，MySQL,12,55.0,6,5,11,6,互联网,10,10,0.6539543607377305,1,-3.0920465,-2.9275804
1270,数据,4-5K,经验不限，学历不限,30,,泉州鑫棱贸易有限公司,无经验，实习盖章,12,4.5,1,10,0,2,电子商务,4,5,0.05814316974054388,3,4.0146976,0.8034645
1271,数据开发,25-50K,3-5年，本科,199,五险一金，定期体检，带薪年假，餐补，免费班车,360集团,Java，Scala，Hadoop，Kafka，Storm，Flink，Pig，Presto,12,37.5,6,6,5,8,互联网,9,9,0.6773991872460144,4,-1.6880796,-1.8709067
1272,数据总监 (MJ000125),50-80K·15薪,5-10年，本科,221,节日福利，年终奖，餐补，高额奖金，加班补助，股票期权，境外旅游，五险一金，交通补助，带薪年假，零食下午茶，员工旅游,莱熙科技,数据分析，数据洞察，业务理解，sql，hive，算法，策略,15,65.0,6,5,12,7,移动互联网,4,7,0.9052829009065333,0,-2.7197876,0.4134112
1273,数据专员,3-5K,1-3年，中专/中技,3,,清远市优代汽车服务,用户运营，车辆运营，数据运营,12,4.0,3,7,0,3,交通/运输,4,7,0.014379493591747393,3,2.489611,-0.19838528
1274,数据建模,15-25K,5-10年，本科,60,餐补，定期体检，年终奖，交通补助，五险一金，免费班车，通讯补贴，节日福利，包吃，带薪年假,苏宁金融,数据仓库，Hive,12,20.0,6,5,10,2,互联网,10,9,0.2979055954985933,1,-1.6189884,-4.2755146
1275,数据开发,28-35K·15薪,3-5年，本科,221,,美团,Python，Scala，Spark，Hadoop，Flink，Hbase，HIVE,15,31.5,6,6,0,7,互联网,10,10,0.673648015004689,1,-1.9548522,-3.1044846
1276,数据分析,3-5K,经验不限，大专,7,法定节假日三薪，员工旅游，工龄奖，全勤奖，五险一金，加班补助，底薪加提成,山东芈品经贸有限公司,数据分析，商业分析,12,4.0,5,10,7,2,批发/零售,4,7,0.05564238824632699,2,1.6496018,0.3727433
1277,数据员,3-5K,经验不限，大专,22,定期体检，员工旅游，股票期权，五险一金,严实集团,结算，付款，报销，制表,12,4.0,5,10,4,4,工程施工,4,6,0.07408565176617694,2,1.606861,-0.1353047
1278,数据分析,4-5K,经验不限，硕士,199,五险一金，补充医疗保险，年终奖，加班补助，定期体检，通讯补贴，带薪年假，股票期权,NIO蔚来,Power BI，数据分析/挖掘经验，计算机相关专业，SQL,12,4.5,7,10,8,4,汽车生产,10,10,0.4707721162863396,1,-1.13494,-4.829854
1279,数据专员,3-4K,经验不限，大专,3,五险，包吃，节日福利，年终奖，团建聚餐，全勤奖,河北宽衍智能装备,全职工作,12,3.5,5,10,6,1,仪器仪表/工业自动化,4,6,0.033447952485151596,2,1.8128377,1.4378788
1280,数据标注,3-6K,经验不限，学历不限,8,团建聚餐，全勤奖，底薪加提成，保底工资，绩效奖金，五险一金,河南诚凡智能科技,全职工作，兼职工作，数据标注，图片标注，文本标注,12,4.5,1,10,6,5,数据服务,4,6,0.05095342294467021,3,3.8964946,-1.3559949
1281,数据标注,3-6K,经验不限，大专,9,节日福利，包住，宿舍有空调，住房补贴，五险一金，底薪加提成，保底工资，绩效奖金，意外险，加班补助,江西云百讯,全职工作，标注结果抽查，标注结果整理，数据标注,12,4.5,5,10,10,4,计算机服务,4,8,0.08377618005626761,4,1.3312511,-1.3771775
1282,数据产品,20-40K·16薪,3-5年，本科,199,节日福利，交通补助，五险一金，零食下午茶，餐补，带薪年假,永辉云创,大数据产品，产品设计，需求分析，用户研究，数据分析,16,30.0,6,6,6,5,移动互联网,10,9,0.6345733041575493,1,-2.0902822,-3.2531574
1283,数据,3-5K,经验不限，学历不限,4,,灵鸽信息科技,音频，文字，不涉黄涉暴，图片，视频，地图,12,4.0,1,10,0,6,互联网,4,5,0.017192872772741476,3,4.157215,-0.8134224
1284,美团平台-数据仓库工程师,30-50K·15薪,1-3年，本科,221,意外险，底薪加提成，股票期权，五险一金，节日福利，年终奖，团建聚餐，补充医疗保险，高温补贴，保底工资，商业险，带薪年假，法定节假日三薪，加班补助，夜班补助，定期体检，生日福利，工龄奖，节假日加班费，交通补助,美团,Hive，Spark，数仓设计/开发经验,15,40.0,6,7,20,3,互联网,10,10,0.7921225382932167,1,-2.8983145,-4.2444487
1285,数据文员,3-4K,1-3年，高中,2,,恒然卫浴,文员，办公,12,3.5,4,7,0,2,批发/零售,4,7,0.00875273522975928,2,1.7581953,0.36699492
1286,数据标注,2-3K,经验不限，学历不限,8,法定节假日三薪，保底工资，节日福利，节假日加班费，全勤奖,喜年科技,数据标注，文本标注，全职工作，语音标注，标注结果整理,12,2.5,1,10,5,5,电子商务,4,6,0.0337605501719287,3,3.9249427,-1.2422972
1287,数据统计,2-3K,1年以内，大专,4,,圣德食材,业务分析，数据提取，数据分析,12,2.5,5,8,0,3,电子商务,4,6,0.008440137542982168,2,1.3105348,0.21938671
1288,数据专员,3-5K,经验不限，大专,8,,河北贝特,"数据标注,图片标注",12,4.0,5,10,0,1,移动互联网,4,5,0.020631447327289755,2,1.8112772,1.670994
1289,高级大数据研发工程师,25-40K·16薪,1-3年，本科,111,交通补助，零食下午茶，餐补，五险一金，节日福利，补充医疗保险，员工旅游，年终奖，股票期权，免费班车,阿里巴巴集团,大数据开发经验，数仓建设经验，ETL开发经验，数据仓库,16,32.5,6,7,10,4,互联网,10,10,0.5051578618318224,1,-2.2182307,-4.1462626
1290,数据分析员,4-5K,1-3年，本科,4,员工旅游，节日福利,香河博阳达信机械,数据分析/挖掘经验,12,4.5,6,7,2,1,原材料及加工/模具,4,6,0.023444826508283813,2,1.0770562,0.7159959
1291,数据专员,4-5K,1-3年，大专,19,包住，年终奖，绩效奖金，意外险，包吃,众合众享农业公司,数据分析/商业分析经验,12,4.5,5,7,5,1,食品/饮料/烟酒,4,7,0.06439512347608627,2,1.0945932,0.84044486
1292,数据分析,12-16K,1-3年，本科,162,,广州创绅电子科技公司,对公存款数据分析,12,14.0,6,7,0,1,计算机软件,4,6,0.37824320100031256,0,-0.3505468,1.9466562
1293,数据研发,300-400元/天,3天/周，,221,五险一金，补充医疗保险，定期体检，带薪年假，交通补助，年终奖，节日福利，员工旅游，餐补，股票期权，免费班车，零食下午茶,阿里巴巴智能信息事业群,数据分析，数据挖掘，数据仓库，商业分析，数据库开发,12,10.5,1,10,12,5,互联网,10,9,0.5498593310409503,1,3.4899015,-6.7632747
1294,数据员,6-7K,1-3年，学历不限,22,生日福利，意外险，工龄奖，餐补，年终奖，高温补贴，节日福利，交通补助，包吃，全勤奖，员工旅游，带薪年假，通讯补贴，五险，加班补助，住房补贴,台美环保,业务数据分析,12,6.5,1,7,16,1,环保,4,5,0.10159424820256328,3,3.25755,-1.8881199
1295,数据科学家,40-70K,10年以上，本科,199,五险一金，生日福利，通讯补贴，团建聚餐，意外险，股票期权，餐补，节日福利，零食下午茶，带薪年假，员工旅游，补充医疗保险，定期体检，交通补助，ESPP，有无线网,TheTradeDesk,自然语言处理,12,55.0,6,4,16,1,广告营销,10,9,0.8146295717411692,1,-4.1520767,-3.53743
1296,数据标注,3-4K,经验不限，学历不限,12,,政博电子,数据采集，图像处理，图形识别，图像分析，图像跟踪,12,3.5,1,10,0,5,移动互联网,4,5,0.02594560800250076,3,4.103282,-0.6220549
1297,数据仓库,2-4K,经验不限，学历不限,15,,卓之航机电,网络,12,3.0,1,10,0,1,电子商务,4,6,0.021881838074398228,3,4.075035,1.2485491
1298,数据普查,6-7K,经验不限，本科,6,员工旅游，五险一金，年终奖,锐钡特网络科技,市场研究,12,6.5,6,10,3,1,数据服务,4,6,0.051891216005001545,2,1.6319101,1.6008446
1299,数据分析,13-20K,3-5年，本科,221,带薪年假，定期体检，年终奖，五险一金，节日福利，补充医疗保险,北京中科数睿科技...,Python，SQL，数学/统计相关专业，计算机相关专业,12,16.5,6,6,6,4,计算机软件,4,5,0.527664895279775,0,-0.7044655,0.90746313
1300,数据管理员,6-8K,经验不限，大专,162,,深圳博鹏智能,数据分析，游戏，人工智能，物联网，网络安全,12,7.0,5,10,0,5,电子商务,4,6,0.34635823694904655,2,0.3394774,1.3406653
1301,数据统计员,3-6K,经验不限，本科,11,,沈阳鑫杰尼赛斯,数据分析，统计员,12,4.5,6,10,0,2,服装/纺织/皮革,4,6,0.04001250390747104,2,1.5476866,1.1605835
1302,数据统计专员,5-6K,经验不限，大专,3,节日福利，包吃，有无线网，宿舍有空调，定期体检，免费工装，生日福利，包住，带薪年假，团建聚餐，五险,新希望,仓管类,12,5.5,5,10,11,1,农/林/牧/渔,10,7,0.09190371991247263,1,0.6160749,-5.451002
1303,数据产品经理,3-6K,1-3年，中专/中技,4,,秦皇岛阿普科技,B端产品，小程序/H5产品,12,4.5,3,7,0,2,互联网,4,5,0.006877149109096585,3,2.5038192,0.048702016
1304,临床数据管理,10-15K·13薪,1-3年，本科,111,节日福利，股票期权，年终奖，餐补，通讯补贴，员工旅游，免费班车，加班补助，带薪年假，五险一金，交通补助,浙江龙传生物医药科技,临床研究,13,12.5,6,7,11,1,制药,4,6,0.31259768677711786,2,0.41463557,1.3049822
1305,数据处理专员,5-8K·13薪,1-3年，本科,50,交通补助，餐补，全勤奖，通讯补贴，定期体检，年终奖，带薪年假，员工旅游，节日福利，加班补助，补充医疗保险，五险一金，零食下午茶,四川天正,Excel,13,6.5,6,7,13,1,计算机软件,4,6,0.1638011878712097,2,0.8335134,-0.092590764
1306,数据分析专员,5-10K,经验不限，学历不限,5,,北凌科技,竞品分析，数据分析/商业分析经验,12,7.5,1,10,0,2,通信/网络设备,4,6,0.0368865270396999,3,4.0721645,0.672491
1307,gis数据处理,6-10K·14薪,1-3年，本科,15,底薪加提成，免费停车场，五险一金，定期体检，团建聚餐，节假日加班费，股票期权，湖景办公室，加班补助，节日福利，补充医疗保险，餐补，员工旅游，年终奖,和达科技,ArcGIS，SuperMap，GeoServer，地理信息/测绘工程相关专业,14,8.0,6,7,14,4,计算机软件,10,8,0.1553610503282276,1,-0.614358,-4.1858516
1308,数据标注（远程）,3-4K,经验不限，学历不限,22,五险一金，加班补助，带薪年假,路浦人工,兼职工作，数据标注,12,3.5,1,10,3,2,智能硬件,4,7,0.056580181306658324,3,3.9829538,0.5323923
1309,数据产品经理,12-18K·13薪,1-3年，本科,111,交通补助，股票期权，通讯补贴，生日福利，定期体检，餐补，节日福利，年终奖，五险一金，带薪年假,绿城科技集团,产品运营，数据分析,13,15.0,6,7,10,2,计算机软件,4,8,0.33916849015317285,2,0.04495981,0.3826589
1310,数据库工程师,15-20K,5-10年，本科,221,带薪年假，加班补助，五险一金，定期体检，年终奖，节日福利，包吃，餐补，员工旅游,金科吉诚,大数据开发经验，信息化，自动化电气控制系统,12,17.5,6,5,9,3,互联网,4,7,0.5495467333541731,0,-1.026199,1.174284
1311,数据采集专员,150-200元/天,5天/周，本科,162,团建聚餐，股票期权，五险一金,云芯智汇,C端产品,12,5.0,6,10,3,1,电子/半导体/集成电路,4,6,0.33416692716473895,0,0.44378093,3.1573253
