岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
多媒体技术负责人,10-15K,5-10年 大专,深圳·南山区·蛇口,年终奖，通讯补贴，定期体检，员工旅游，五险一金，带薪年假，节日福利，全勤奖,一路信息,计算机服务未融资0-20人,['音视频工程师弱电智能化集成商招投标']
技术支持工程师（工业无人机行业）,6-9K,1-3年 大专,深圳·南山区·西丽,工龄奖，零食下午茶，带薪年假，五险一金，股票期权，节日福利,科比特,智能硬件D轮及以上500-999人,['无人机经验智能化行业经验可接受出差']
开发项目经理,14-19K,3-5年 本科,深圳·宝安区·沙井,包住，团建聚餐，高温补贴，通讯补贴，带薪年假，零食下午茶，生日福利，员工旅游，五险一金，工龄奖，节日福利，六险，意外险,深圳绿环再生资源开发,环保不需要融资100-499人,['企业内部技术项目管理计算机相关专业管理相关专业']
媒介经理,12-24K,3-5年 本科,上海·闵行区·虹梅路,五险一金，零食下午茶，交通补助，定期体检，餐补，股票期权，补充医疗保险，员工旅游，节日福利，全勤奖，年终奖，带薪年假，带薪病假,MobTech,数据服务B轮100-499人,['短信外呼营销']
项目经理,8-10K·13薪,5-10年 大专,南昌·红谷滩区·红角洲,餐补，股票期权，年终奖，五险一金,南昌高达,计算机服务未融资0-20人,['企业内部技术项目管理计算机相关专业售前支持经验']
产品经理,8-13K,1-3年 本科,青岛·崂山区·东韩,包吃，五险一金，通讯补贴，年终奖，餐补，带薪年假，免费班车，定期体检，节日福利，交通补助,青岛天人环境,环保未融资100-499人,['市场调研产品运营高级产品经理产品规划数据产品']
市场经理,4-8K,经验不限 高中,德州·德城区·解放北大道,团建聚餐，五险一金,华策检测,检测/认证0-20人,['客户开发']
终端经理,8-12K,1-3年 大专,安阳,,和明制药,制药不需要融资20-99人,['区域经理OTC代表医药代表县总终端经理']
产品经理,18-25K,5-10年 本科,杭州·滨江区·西兴,通讯补贴，年终奖，员工旅游，定期体检，交通补助，零食下午茶，带薪年假，餐补，五险一金，节日福利，补充医疗保险,安恒信息,信息安全已上市1000-9999人,['产品迭代B端产品区块链SAAS产品中台/后台产品']
产品经理,5-8K,3-5年 本科,淮南,定期体检，年终奖，五险一金，免费班车,万泰电子,企业服务A轮500-999人,['用户产品初级产品经理电气工程']
项目经理,15-25K,5-10年 本科,广州·黄埔区·科学城,五险一金，免费工装，通讯补贴，带薪年假，团建聚餐，绩效奖金，节日福利，年终奖，意外险，工龄奖，底薪加提成，股票期权，餐补，免费班车，宿舍有空调，加班补助，定期体检，保底工资，补充医疗保险，生日福利,晶维天腾,电子/半导体/集成电路未融资20-99人,['项目经理项目管理需求分析']
项目经理,5-7K,1-3年 大专,兰州·城关区·西关十字,五险一金，节日福利，员工旅游，加班补助，定期体检，带薪年假，全勤奖，年终奖,兰州点石网络,计算机服务未融资0-20人,['系统集成工程师产品验收工程管理']
项目经理,20-35K·14薪,3-5年 硕士,杭州·滨江区·长河,股票期权，补充医疗保险，住房补贴，带薪年假，通讯补贴，节日福利，定期体检，丰富午餐晚餐，交通补助，年终奖，五险一金,光科芯图,电子/半导体/集成电路天使轮20-99人,['PMP']
产品经理,15-25K,5-10年 本科,广州·天河区·珠江新城,有无线网，团建聚餐，通讯补贴，保底工资，加班补助，绩效奖金，意外险，零食下午茶,元年科技,计算机软件D轮及以上1000-9999人,['Axure产品规划需求分析数据产品财务产品墨刀']
产品经理,11-18K,1-3年 本科,广州·海珠区·琶洲,带薪年假，五险一金,超级课程表,移动互联网B轮100-499人,['C端产品用户研究墨刀市场调研Axure产品运营']
项目经理,15-20K,5-10年 本科,北京·东城区·和平里,补充医疗保险，定期体检，五险一金，带薪年假，餐补，通讯补贴，交通补助，年终奖，股票期权，节日福利,美亚宏信,计算机软件未融资20-99人,['网络安全IT项目管理需求分析工程师']
项目经理,10-15K,1-3年 大专,苏州·相城区·元和,,新中环,建筑设计20-99人,['企业内部技术项目管理']
产品经理,12-15K,5-10年 大专,乌鲁木齐·水磨沟区·亚欧国际会展中心,节日福利，节假日加班费，团建聚餐，带薪年假，定期体检，加班补助，工龄奖，生日福利，五险一金，年终奖，零食下午茶,数智兴疆,计算机软件20-99人,['高级产品经理移动端产品中台/后台产品']
项目经理,8-12K·13薪,1-3年 大专,武汉·洪山区·光谷,员工旅游，餐补，股票期权，带薪年假，五险一金，年终奖,IOTOS,互联网天使轮20-99人,['需求分析工程师售前支持需求采集需求分析评估']
销售经理,3-8K,经验不限 大专,广州·黄埔区·科学城,餐补，五险一金,广东云电科技有限公司,电力/热力/燃气/水利未融资20-99人,['企业（To B）面销/陌拜经验房地产销售经验']
产品经理,12-24K,经验不限 硕士,苏州·苏州工业园区·独墅湖,年终奖，节日福利，团建聚餐，生日福利，五险一金，股票期权，带薪年假，绩效奖金，员工旅游，定期体检，保底工资,珀罗汀,制药20-99人,['B端产品产品经理']
项目经理,12-18K,3-5年 大专,广州·海珠区·江南大道,住房补贴，节日福利，全勤奖，交通补助，员工旅游，餐补，夜班补助，绩效奖金，五险一金，带薪年假，通讯补贴，加班补助，年终奖,概点科技,移动互联网未融资20-99人,['项目管理需求分析敏捷']
产品经理,17-30K·16薪,1-3年 本科,北京·海淀区·马连洼,节日福利，年终奖，交通补助，补充医疗保险，免费班车，零食下午茶，住房补贴，定期体检，员工旅游，五险一金，带薪年假，通讯补贴，餐补，娱乐健身，加班补助,百度,互联网已上市10000人以上,['C端产品策略产品商业产品']
财务经理,8-12K,3-5年 本科,上海·松江区·新桥,节日福利，生日福利，年终奖，团建聚餐，有无线网，五险一金,上海益驰实业限公司,服装/纺织/皮革100-499人,['财务综合管理资金管理财务分析财务信息化经验']
商务经理,10-15K,1年以内 大专,无锡·滨湖区·太湖景区,底薪加提成，保底工资，生日福利，团建聚餐,鼎石室内设计,装修装饰20-99人,['无学历要求销售/大客户销售To B销售经验资源整合能力']
客户经理,4-8K,经验不限 大专,无锡·梁溪区·中山路,节日福利，补充医疗保险，全勤奖，加班补助，定期体检，年终奖，五险一金，零食下午茶,积木时代,其他服务业不需要融资10000人以上,['p2p产品信用产品投资']
运营经理,9-12K,经验不限 大专,郑州·管城回族区·经开区,团建聚餐，股票期权，定期体检，保底工资，带薪年假，补充医疗保险，员工旅游，年终奖，全勤奖，通讯补贴，父母陪护假，生日福利，餐补，零食下午茶，加班补助，绩效奖金，节日福利,夺冠互动,移动互联网未融资500-999人,['商家运营线下运营线下活动运营BD']
项目经理,5-10K,5-10年 本科,沈阳·铁西区·启工,定期体检，全勤奖，年终奖，员工旅游，五险,万泰屹呈,工程施工不需要融资20-99人,['项目经理.结构工程']
项目经理,4-6K,经验不限 本科,长春·南关区·幸福街,年终奖，五险一金，带薪年假，节日福利，交通补助,超星,在线教育不需要融资1000-9999人,['计算机/通信相关专业']
产品经理,25-30K,5-10年 本科,北京·朝阳区·国贸,五险一金，股票期权，定期体检，全勤奖，补充医疗保险，年终奖，带薪年假，员工旅游,信工博特,企业服务A轮100-499人,['TO B人工智能产品安全产品数据产品平台产品']
生产经理,4-8K,3-5年 本科,安阳·内黄县·朝阳路,团建聚餐，底薪加提成，保底工资，全勤奖，绩效奖金,内黄县达人斋食品,食品/饮料/烟酒未融资20-99人,['食品/饮料生产成本管理生产计划与物流控制生产跟单']
项目经理,4-7K,1-3年 大专,喀什地区·喀什市·恒昌·阳光,全勤奖，五险,大弘物业,物业服务20-99人,['计算机相关专业售前支持经验实施交付经验']
产品经理,15-20K,3-5年 本科,深圳·南山区·科技园,股票期权，定期体检，带薪年假，工龄奖，员工旅游，年终奖，节日福利，五险一金,雄帝科技,信息安全已上市500-999人,['高级产品经理初级产品经理产品经理项目经理']
项目经理,10-15K,5-10年 大专,广州·越秀区·动物园,,广东博晟建设工程,工程施工20-99人,['软装项目硬装项目']
项目经理,8-9K,3-5年 本科,呼和浩特·赛罕区·金桥,五险一金，节日福利，零食下午茶,蒙投环境,环保不需要融资20-99人,['土建工程环保项目实施']
生产经理,5-10K,1-3年 高中,泰安·泰山区·邱家店,员工旅游，绩效奖金，工龄奖，有无线网，生日福利，底薪加提成，免费工装，年终奖，宿舍有空调，包吃，团建聚餐，节日福利，定期体检，意外险，五险一金,齐泰食品,食品/饮料/烟酒不需要融资100-499人,['食品/饮料团队管理库存/仓储管理生产计划与物流控制']
项目经理,10-15K,经验不限 大专,武汉·洪山区·光谷,全勤奖，五险一金，年终奖，带薪年假，员工旅游，餐补，零食下午茶，节日福利,百应科技,电子商务不需要融资20-99人,['信息化管理系统物流配送ERP']
项目经理,13-16K,3-5年 本科,济南·历城区·汉峪金谷,五险一金，零食下午茶，定期体检，带薪年假，餐补，交通补助，年终奖,拓锐科技,计算机软件未融资100-499人,['PMO']
产品经理,10-15K,3-5年 本科,温州·鹿城区·新城,交通补助，餐补，节日福利，生日福利，员工旅游，全勤奖，五险一金，通讯补贴，带薪年假，年终奖，定期体检，加班补助，团建聚餐,浙江融威科技,移动互联网未融资20-99人,['产品经理项目管理SAAS产品平台产品产品设计']
项目经理,15-30K·13薪,3-5年 本科,上海·徐汇区·漕河泾,节日福利，定期体检，带薪年假，通讯补贴，零食下午茶，五险一金，免费班车，年终奖，员工旅游，餐补，股票期权,凯智信息,数据服务未融资20-99人,['项目管理进度规划交付推进售前咨询招投标']
项目经理,10-15K,1-3年 大专,合肥·蜀山区·高新区,生日福利，五险一金，底薪加提成，团建聚餐，餐补，工龄奖，加班补助，员工旅游，带薪年假，定期体检，绩效奖金，高温补贴，有无线网,安徽中科中涣智能装备,汽车零部件100-499人,['需求分析工程师产品设计']
项目经理,12-20K·14薪,1-3年 本科,杭州·余杭区·西溪,住房补贴，团建聚餐，员工旅游，全勤奖，底薪加提成，绩效奖金，免费工装，定期体检，保底工资，节日福利，工龄奖，高温补贴，年终奖，生日福利，有无线网，意外险，股票期权，带薪年假，五险一金,蓝燊数智,计算机软件不需要融资20-99人,['计算机相关专业中大型软件项目管理经验实施交付经验']
产品经理,10-15K,3-5年 本科,深圳·福田区·车公庙,生日福利，零食下午茶，员工旅游，五险一金，团建聚餐，带薪年假，补充医疗保险，补充医疗保险，法定节假日三薪，五险一金，节日福利，定期体检，双休，年终奖，生日会，节假日加班费，交通补助，通讯补贴,方迪融信,计算机软件未融资100-499人,['策略产品产品规划产品设计产品运营墨刀Visio']
产品经理,9-14K,1-3年 大专,厦门·湖里区·禾山,股票期权，全勤奖，年终奖，补充医疗保险，带薪年假，员工旅游，零食下午茶，节日福利，五险,厦门脉搏网络,互联网天使轮20-99人,['产品设计数据分析产品规划平台产品功能产品']
产品经理,15-20K,3-5年 大专,广州·白云区·黄边,五险一金，全勤奖，带薪年假，节日福利,膜法世家,电子商务不需要融资500-999人,['策略产品市场调研用户研究化妆品开发']
项目经理,4-8K,3-5年 大专,喀什地区·泽普县·人民公园,,新疆南森企业管理,其他行业100-499人,['总包施工员民用建筑商用建筑工业建筑']
产品经理,15-20K,5-10年 本科,深圳·坪山区·坪山,五险一金，通讯补贴，住房补贴，周末双休,比亚迪汽车工业,汽车生产已上市10000人以上,['高级产品经理初级产品经理汽车零部件']
项目经理,10-11K·13薪,5-10年 本科,福州·闽侯县·新西客站,五险一金，通讯补贴，交通补助，定期体检，员工俱乐部，零食下午茶，员工旅游，餐补，股票期权，带薪年假，加班补助，节日福利，年终奖,博思软件,计算机软件已上市1000-9999人,['售前支持']
产品经理,15-25K·13薪,3-5年 本科,上海·普陀区·桃浦,带薪年假，员工旅游，绩效奖金，零食下午茶，团建聚餐，交通补助，定期体检，五险一金，节日福利，法定节假日三薪，生日福利，通讯补贴,上海聚数,计算机软件未融资100-499人,['移动端产品B端产品敏捷开发规范']
客户经理,5-10K,经验不限 大专,太原·小店区·体育路,零食下午茶，节日福利，带薪年假，团建聚餐，年终奖，免费工装，生日福利，五险一金，工龄奖，绩效奖金，全勤奖，通讯补贴,聚力创想,计算机服务不需要融资100-499人,['客户开发对企业/机构（To B）销售经验客户拜访']
销售经理,7-10K·13薪,1年以内 本科,芜湖·鸠江区·万春新城,生日福利，节日福利，高温补贴，通讯补贴，五险一金，宿舍有空调，包住，免费班车，餐补，包吃，全勤奖，补充医疗保险，节假日加班费，年终奖，团建聚餐,瑞鹄浩博,原材料及加工/模具未融资100-499人,['英语可用于工作']
项目经理,6-7K,1-3年 本科,长春·南关区·净月开发区,交通补助，绩效奖金，免费工装，生日福利，全勤奖，定期体检，餐补，节假日加班费，底薪加提成，带薪年假,美捷绿能,建筑设计20-99人,['工业建筑构筑物工程土建注册建造师']
销售经理,3-8K·15薪,1-3年 学历不限,百色·田林县·田林火车站,年终奖，交通补助，节日福利，股票期权，加班补助，带薪年假，五险一金,广西田林农人农业...,新零售天使轮0-20人,['门店/柜台销售招商/商户拓展类服务五险一金面销/陌拜']
中装工程装备研究院招聘质量管理/测试,6-9K,1-3年 大专,徐州,定期体检，五险一金，加班补助，带薪年假，通讯补贴，餐补，交通补助，包吃，节日福利,中装工程装备研究院,机械设备/机电/重工未融资100-499人,['IQCOQC']
项目经理,5-10K,1-3年 学历不限,芜湖·镜湖区·神山口,五险一金，保底工资，节日福利，交通补助，股票期权，全勤奖，零食下午茶，底薪加提成，绩效奖金，年终奖，带薪年假，餐补,金钥匙装饰工程公司,装修装饰未融资100-499人,['分包施工员总包施工员民用建筑商用建筑内装外装']
产品经理,10-15K·14薪,3-5年 本科,杭州·余杭区·金家渡,五险一金，带薪年假，员工旅游，定期体检，餐补，年终奖，补充医疗保险，节日福利,浙江威星智能仪表...,仪器仪表/工业自动化已上市500-999人,['智能硬件产品售前产品']
渠道经理,5-10K,1-3年 大专,新余·渝水区·太平洋购物中心,带薪年假，年终奖，员工旅游，住房补贴，包吃，节日福利，餐补，学习型组织，极好同事氛围,李渡酒,食品/饮料/烟酒不需要融资500-999人,['个人客户开发渠道关系维护渠道运营管理企业服务']
厂务经理,10-15K,5-10年 大专,珠海·斗门区·富山工业园,,朝曦时代新能源,新能源100-499人,['生产企业厂务设施管理']
项目经理,4-6K,1-3年 本科,青岛·城阳区·棘洪滩,年终奖，五险一金，带薪年假，定期体检，补充医疗保险，加班补助,路航科技,交通/运输不需要融资0-20人,['项目经理项目主管']
IE经理,15-20K,5-10年 大专,泉州·鲤城区·清濛,免费班车，定期体检，餐补，年终奖，带薪年假，五险一金，节日福利,九牧王,生活服务已上市1000-9999人,['工业工程相关专业熟悉6 Sigma战略沟通能力强']
出品经理,6-8K,3-5年 中专/中技,海口·龙华区·城西,,罗牛山鸿骏,其他行业未融资100-499人,['餐厅运营']
it经理,10-15K,3-5年 本科,合肥·瑶海区·新站区,员工旅游，带薪年假，零食下午茶，五险一金，定期体检，节日福利，包吃，加班补助，年终奖，股票期权，免费班车，宿舍,合纵光电,机械设备/机电/重工未融资1000-9999人,['企业内部IT技术支持']
医学经理,25-35K,3-5年 本科,上海·浦东新区·张江,年终奖，五险一金，免费班车，零食下午茶，节日福利,阿尔法迈士,医疗设备/器械B轮100-499人,['医学专业背景']
产品经理,12-20K,经验不限 本科,北京·海淀区·中关村,五险一金，带薪年假，股票期权，节日福利，补充医疗保险，员工旅游，团建聚餐，零食下午茶,中科微澜科技,信息安全天使轮20-99人,['数据产品B端产品信息安全漏洞']
项目经理,10-15K,5-10年 硕士,北京·海淀区·中关村,带薪年假，年终奖，定期体检，五险一金，有无线网,北京中关村国际数...,互联网未融资0-20人,['非技术项目管理计算机相关专业管理相关专业']
产品经理,10-15K·13薪,3-5年 本科,西安,五险一金，全勤奖，加班补助，节日福利，年终奖,环信恒辉科技,计算机软件未融资20-99人,['产品设计产品规划项目管理产品运营功能产品Axure']
项目经理,10-15K,1-3年 本科,成都·武侯区·新会展中心,全勤奖，定期体检，意外险，节日福利，带薪年假，交通补助，团建聚餐，年终奖，零食下午茶，生日福利，补充医疗保险，免费工装,菁蓉联创,计算机软件A轮20-99人,['企业内部技术项目管理']
实施经理,5-8K,1-3年 本科,南京·浦口区·沿江,五险一金，全勤奖，年终奖，股票期权,洛俊智,数据服务不需要融资20-99人,['实施工程师/顾问软件应用培训软件实施']
项目经理,8-10K,1-3年 大专,厦门·湖里区·禾山,加班补助，工龄奖，节假日加班费，年终奖，保底工资，全勤奖，绩效奖金，法定节假日三薪,厦门市捷睿网络科技,通信/网络设备不需要融资0-20人,['工程管理人工智能信息化']
产品经理,10-15K,经验不限 大专,广州·海珠区·江南大道,节日福利，员工旅游，年终奖，全勤奖,森宝积木,玩具/礼品天使轮1000-9999人,['高级产品经理玩具产品设计']
培训经理,10-15K,5-10年 本科,贵阳·南明区·大南门,保底工资，工龄奖，有无线网，意外险，法定节假日三薪，节假日加班费，全勤奖，团建聚餐，员工旅游，绩效奖金，定期体检，带薪年假，补充医疗保险,江苏阿玛施贸易,批发/零售不需要融资1000-9999人,['制度制定及落地优化课程开发培训实施']
成本经理,10-15K,10年以上 大专,南通,带薪年假，五险一金，全勤奖，包住，包吃，节日福利,美勒森家居科技有...,家具/家电/家居未融资500-999人,['财务综合管理成本管理中级会计师制造业']
研发经理,12-16K,5-10年 大专,金华·义乌市·佛堂镇,餐补，节日福利，超产奖，年终奖，加班补助，全勤奖，培训晋升，住房补贴，员工旅游，工龄奖,卓越电子,仪器仪表/工业自动化不需要融资,['产品设计']
项目经理,8-10K,3-5年 大专,南宁·青秀区·民主路,股票期权，定期体检，包吃，工龄奖，团建聚餐，节日福利，交通补助，五险一金，年终奖，员工旅游，全勤奖，带薪年假,三江鼎建设集团,工程施工未融资20-99人,['项目经理']
总经理司机,4-5K,1-3年 大专,郑州·金水区·CBD,全勤奖，带薪年假，员工旅游，年终奖，五险一金，交通补助，节日福利,雅旅集团,旅游未融资100-499人,['有商务司机相关经验']
蛋鸡养殖经理,8-9K,3-5年 大专,崇左,,德青源,农/林/牧/渔1000-9999人,['包吃包住晋升空间大节假日加班费宿舍有空调']
工程部经理,15-20K,5-10年 本科,昆明·西山区·万达广场,带薪年假，加班补助，股票期权，员工旅游，年终奖，零食下午茶，定期体检，五险一金，节日福利，补充医疗保险,明德建投,工程施工不需要融资20-99人,['建筑工程项目管理']
副总经理,20-30K,5-10年 本科,郑州·管城回族区·郑州东站,五险一金，保底工资，带薪年假，底薪加提成，年终奖，绩效奖金,河南超算智能科技,互联网0-20人,['公司管理战略管理数字技术物联网区块链人工智能']
建筑生产经理,8-10K,5-10年 大专,宜昌,,泰和集团,工程施工100-499人,['土建注册建造师']
产品开发部经理,15-22K,5-10年 本科,合肥·蜀山区·井岗,免费工装，绩效奖金，五险一金，工龄奖，保底工资，节假日加班费，带薪年假，节日福利，餐补，定期体检,文轩新能源,新能源A轮100-499人,['B端产品过程管理体系方案评审']
旅游产品经理,3-4K,经验不限 学历不限,西宁·城北区·小桥,,青海景翔国际旅行社,其他专业服务20-99人,['境内游境外游定制小团研学/游学型同业销售']
经营部经理,5-8K,5-10年 大专,长沙·雨花区·跳马,,中浒尚,工程施工未融资100-499人,['二级建造师公共建筑高层建筑智能建筑']
解决方案经理,11-20K,3-5年 本科,重庆·渝北区·悦来,五险一金，定期体检，节日福利，年终奖，交通补助，餐补，补充医疗保险，股票期权，带薪年假，免费班车,长安软件公司,汽车生产未融资500-999人,['计算机/通信相关专业机械/电子工程相关专业招投标经验']
售前产品经理,8-11K,1-3年 本科,石家庄·裕华区·育才,定期体检，节日福利，带薪年假，五险一金，补充医疗保险，零食下午茶，通讯补贴，餐补，年终奖，团建聚餐，购房无息贷款，员工旅游，意外险，交通补助,浙江宇视科技,通信/网络设备不需要融资1000-9999人,['流媒体技术服务器配置网络交换技术产品咨询']
产品拓展经理,15-25K,经验不限 本科,北京·海淀区·颐和园,定期体检，年终奖，免费班车，节日福利，补充医疗保险，外样补贴，绩效奖金，团建聚餐，五险一金，法定节假日三薪，生日福利，餐补，带薪年假，年终福利，节假日加班费，零食下午茶，股票期权，意外险,安天,信息安全C轮1000-9999人,['B端产品初级产品经理网络安全']
研发部经理,15-30K,3-5年 硕士,杭州·钱塘区·和达东东城,法定节假日三薪，年终奖，绩效奖金，意外险，保底工资，餐补，节日福利，高温补贴，团建聚餐，生日福利，全勤奖，工龄奖，五险一金，定期体检，底薪加提成,浙安数智,计算机软件未融资20-99人,['企业内部技术项目管理中大型软件项目管理经验']
ehr产品经理,15-25K·14薪,3-5年 本科,上海·浦东新区·塘桥,,上海大智慧信息科技,计算机软件1000-9999人,['B端产品人事产品测评、培训产品']
解决方案经理,16-26K·15薪,3-5年 本科,北京·海淀区·西二旗,补充医疗保险，法定节假日三薪，年终奖，交通补助，带薪年假，定期体检，股票期权，五险一金，团建聚餐，餐补,远江盛邦,计算机软件已上市500-999人,['计算机/通信相关专业CISSP/CISP']
Java开发经理,15-20K,3-5年 本科,青岛·市南区·湛山,,海信信息科技,计算机软件100-499人,['SpringBoot全栈开发数据库设计CMMI']
产品经理(楼宇),18-30K,5-10年 本科,杭州,加班补助，通讯补贴，补充医疗保险，包吃，免费班车，交通补助，五险一金，定期体检，餐补，员工旅游，带薪年假，年终奖，住房免息贷款，节日福利,浙江大华,互联网已上市10000人以上,['市场调研产品规划需求分析用户研究产品迭代']
光伏项目经理,5-8K,3-5年 本科,株洲,餐补，免费班车，全勤奖，年终奖，带薪年假，交通补助，通讯补贴，五险一金，节日福利，员工旅游,HU DIAN DIAN LI,电力/热力/燃气/水利未融资100-499人,['技术管理工程管理']
售后客服经理,10-15K·13薪,3-5年 本科,广州·海珠区·琶洲,加班补助，交通补助，年终奖，五险一金，零食下午茶，节日福利，包吃，带薪年假，员工旅游,康亦健集团,医疗设备/器械未融资500-999人,['不含销售的客服工作正常工作制']
财务产品经理,20-40K·15薪,5-10年 本科,深圳·南山区·西丽,零食下午茶，五险一金，节日福利，股票期权，带薪年假，员工旅游，定期体检，年终奖，健身房,企知道,企业服务未融资1000-9999人,['B端产品']
IT项目经理,11-18K,经验不限 本科,广州·天河区·时尚天河,五险一金，带薪年假，定期体检，餐补，年终奖，节日福利，加班补助,广州交信投,计算机软件未融资100-499人,['计算机相关专业中大型软件项目管理经验运维项目']
软件产品经理,13-25K,5-10年 硕士,杭州·临平区·九堡,,杭州中科鹏扬科技,计算机软件20-99人,['高级产品经理']
电商产品经理,15-30K,3-5年 大专,杭州·余杭区·五常,,杭州余杭能力裂变...,电子商务20-99人,['C端产品中台/后台产品增长产品']
产品经理岗,15-20K·13薪,5-10年 本科,上海·黄浦区·五里桥,交通补助，带薪年假，餐补，五险一金，通讯补贴，节日福利,绿地金控,互联网金融未融资100-499人,['市场调研需求分析产品设计用户研究平台产品']
crm产品经理,12-18K·13薪,1-3年 本科,宁波,团建聚餐，年终奖，绩效奖金，交通补助，通讯补贴，带薪年假，底薪加提成，餐补，员工旅游，高温补贴，五险一金，节日福利，生日福利，五险一金,宁波鼎壹信息,移动互联网A轮20-99人,['B端产品高级产品经理CRM']
工程项目经理,15-30K,5-10年 大专,台州·路桥区·会展中心,,东森房产,房地产开发20-99人,['工业建筑土建注册建造师']
工程项目经理,10-15K,经验不限 大专,福州·福清市·福清万达,,道尔顿环保,环保20-99人,['实施交付经验']
茶饮研发经理,15-20K,1-3年 本科,无锡·宜兴市·宜城,意外险，团建聚餐，全勤奖，节假日加班费，有无线网，绩效奖金，节日福利，加班补助，五险，生日福利,乳果说,餐饮未融资20-99人,['饮料食品相关专业饮料']
高级客户经理,25-50K·13薪,1-3年 本科,南昌·红谷滩区·名门世家,补充医疗保险，五险一金，交通补助，免费班车，零食下午茶，股票期权，餐补，年终奖，节日福利，员工旅游,阿里巴巴集团,互联网已上市10000人以上,['五险一金']
IT项目经理,18-25K,5-10年 本科,上海·徐汇区·龙华,五险一金，年终奖，通讯补贴，股票期权，带薪年假，节日福利,嘉为科技,计算机服务B轮500-999人,['需求分析工程师需求采集需求分析评估产品验收']
安环部经理,5-7K·13薪,1-3年 高中,孝感,通讯补贴，定期体检，五险一金，年终奖，免费班车，节日福利，包吃，加班补助，全勤奖,瑞凯兴,化工不需要融资20-99人,['环境管理体系标准注册安全工程师证']
客户经理,3-8K,经验不限 大专,云浮·云城区·云城区中心城区,定期体检，加班补助，补充医疗保险，五险一金，年终奖，带薪年假，节日福利，餐补，通讯补贴，交通补助，住房补贴,中国联通云浮市分公司,运营商/增值服务已上市100-499人,['老客户维护新客户开发大客户销售客户资源企业资源']
项目经理,10-15K,1-3年 本科,南京·秦淮区·夫子庙,补充医疗保险,云玺,计算机软件不需要融资0-20人,['项目经理IT服务']
售前经理,15-30K,3-5年 本科,北京·朝阳区·大望路,五险一金，带薪年假，年终奖，节日福利，股票期权，全勤奖，加班补助,普罗,新能源天使轮20-99人,['其他类型SaaS/PaaS能源信息化项目智慧城市信息化项目']
项目经理,9-14K,3-5年 大专,福州·鼓楼区·温泉路,餐补，全勤奖，员工旅游，定期体检，通讯补贴，节日福利，股票期权,华创电子,工程施工已上市100-499人,['系统集成']
泉润电器招聘质量管理/测试,8-13K,3-5年 大专,佛山·顺德区·杏坛,意外险，底薪加提成，工龄奖，年终奖，带薪年假，全勤奖,泉润电器,家具/家电/家居20-99人,['质量管理体系标准内审员证']
开发经理,15-20K·14薪,5-10年 本科,厦门·思明区·前埔,五险一金，零食下午茶，通讯补贴，节日福利，带薪年假，学历补贴，工龄补贴,厦门燕之屋生物工...,批发/零售不需要融资1000-9999人,['HTMLMVC开发消息队列EFWinformNoSQL']
产品经理,7-12K,经验不限 本科,绍兴,年终奖，带薪年假，股票期权，五险一金,安知同创,在线教育不需要融资100-499人,['商业产品高级产品经理']
产品经理,20-40K,3-5年 本科,深圳·福田区·会展中心,通讯补贴，五险一金，带薪年假,万普合信,企业服务未融资100-499人,['产品经理电商产品金融产品供应链金融']
产品经理,10-15K,经验不限 大专,深圳·南山区·西丽,加班补助，全勤奖，定期体检，带薪年假，年终奖，五险一金，员工旅游，零食下午茶,联祥瑞,智能硬件未融资100-499人,['移动端产品客户端产品初级产品经理电子硬件产品跟进']
项目经理,13-26K·13薪,5-10年 大专,苏州·昆山市·花桥,节日福利，零食下午茶，员工旅游，带薪年假，年终奖，股票期权，五险一金，全勤奖,易加科技,互联网C轮100-499人,['销售支持/交付管理中大型软件项目管理经验实施交付经验']
项目经理,13-18K,3-5年 大专,深圳·宝安区·西乡,节日福利，零食下午茶，员工旅游，加班补助，股票期权，带薪年假，年终奖,爱保护科技,智能硬件未融资100-499人,['企业内部技术项目管理管理相关专业团队管理经验']
产品经理,15-25K·15薪,3-5年 本科,无锡·新吴区·无锡硕放国际机场,加班补助，保底工资，包吃，绩效奖金，餐补，带薪病假，带薪年假，定期体检，年终奖，免费工装，意外险，高温补贴，夜班补助，五险一金，团建聚餐，通讯补贴，节假日加班费，节日福利，有无线网,存融,仪器仪表/工业自动化不需要融资,['高级产品经理B端产品产品经理工业自动化产品方向']
产品经理,9-14K,3-5年 本科,深圳·南山区·科技园,五险一金，带薪年假，定期体检，节日福利，年终奖，交通补助，员工旅游，全勤奖，加班补助，零食下午茶，餐补,掌酷,计算机软件C轮100-499人,['产品设计市场调研产品规划用户研究产品运营']
客户经理,9-14K,经验不限 本科,苏州·苏州工业园区·左岸商业街,补充医疗保险，交通补助，年终奖，股票期权，带薪年假，定期体检，住房补贴，节日福利，加班补助，员工旅游，餐补,BOSS直聘,人力资源服务已上市1000-9999人,['客户开发客户签约']
区域工程经理,10-15K·13薪,5-10年 本科,广州·黄埔区·科学城,,深圳前海实地智慧...,物业服务500-999人,['包住五险一金每周双休住宅小区物业服务住宅地产']
高级项目经理,20-30K,3-5年 本科,北京·海淀区·定慧寺,法定节假日三薪，生日福利，五险一金，员工旅游，团建聚餐，零食下午茶，加班补助，年终奖，股票期权，餐补，保底工资，节日福利，定期体检，有无线网，带薪年假,恩赫科技,计算机软件未融资20-99人,['企业内部技术项目管理售前支持经验实施交付经验']
